Participant_ID,Country,Age,Gender,Position_Level,Tenure_Years,Education,Industry,Org_Size_Category,Org_Size_Numeric,TC_Score,CMC_Score,EA_Score,ALO_Score,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,CMC1,CMC2,CMC3,CMC4,CMC5,CMC6,CMC7,CMC8,EA1,EA2,EA3,EA4,EA5,EA6,EA7,EA8,ALO1,ALO2,ALO3,ALO4,ALO5,ALO6,ALO7,ALO8,OI_Score,SA_Score,OL_Score,Overall_Success,OI1,OI2,OI3,OI4,SA1,SA2,SA3,SA4,OL1,OL2,OL3,OL4,PD_Score,UA_Score,Collectivism_Score,LTO_Score,PD1,PD2,PD3,UA1,UA2,UA3,IC1,IC2,IC3,LTO1,LTO2,LTO3,Survey_Date
JP_QUANT_041,Japan,50,Male,Department Head,2.0,Bachelor,Retail,Small (< 100),67,3.375,2.0,3.125,2.75,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,2.5,4.0,3.17,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.67,7.0,6.33,3.67,3.0,2.0,3.0,7.0,7.0,7.0,6.0,7.0,6.0,4.0,4.0,3.0,2025-10-26
JP_QUANT_042,Japan,46,Male,Senior Executive,8.9,Master,Healthcare,Large (> 500),1093,4.25,4.125,4.5,3.5,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,6.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.25,4.5,6.0,5.25,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,2.33,6.67,5.0,6.33,3.0,2.0,2.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,7.0,6.0,2025-10-05
JP_QUANT_043,Japan,43,Male,Senior Executive,5.5,Master,Retail,Large (> 500),1952,2.75,3.75,4.25,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.25,4.5,5.5,5.08,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,3.0,6.33,5.0,4.33,3.0,3.0,3.0,6.0,7.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,2025-10-09
JP_QUANT_044,Japan,42,Male,Senior Executive,2.0,Master,Manufacturing,Small (< 100),64,3.375,4.0,4.625,4.375,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,6.0,5.25,6.5,5.92,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,2025-09-24
JP_QUANT_045,Japan,32,Female,Team Leader,10.0,Bachelor,Manufacturing,Large (> 500),1681,5.0,4.125,4.375,4.375,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.5,5.25,6.25,5.67,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,3.33,6.33,4.67,6.67,4.0,3.0,3.0,5.0,7.0,7.0,5.0,5.0,4.0,6.0,7.0,7.0,2025-09-08
JP_QUANT_046,Japan,38,Male,Department Head,7.1,PhD,Technology,Medium (100-500),315,4.375,4.125,4.375,3.75,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,4.0,3.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.25,5.0,6.0,5.08,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,2.67,5.0,4.0,6.67,2.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,6.0,7.0,7.0,2025-10-13
JP_QUANT_047,Japan,41,Male,Team Leader,10.2,Master,Financial Services,Large (> 500),1985,3.375,2.75,4.125,3.25,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.5,5.0,4.17,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.33,5.67,3.67,3.67,3.0,1.0,3.0,6.0,5.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,2025-10-12
JP_QUANT_048,Japan,53,Male,Senior Executive,9.8,Bachelor,Manufacturing,Large (> 500),633,3.375,3.75,4.25,3.875,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,5.5,5.0,6.5,5.67,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,4.67,4.33,6.0,5.67,5.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,2025-11-23
JP_QUANT_049,Japan,47,Male,Department Head,7.2,Bachelor,Retail,Medium (100-500),166,4.75,3.0,4.5,4.375,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.5,5.25,4.92,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.67,5.33,5.33,5.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,2025-10-11
JP_QUANT_050,Japan,30,Male,Team Leader,6.0,Master,Manufacturing,Large (> 500),1530,3.625,3.25,3.75,3.625,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.75,5.5,5.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,3.67,6.67,6.0,6.67,3.0,4.0,4.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,2025-10-17
JP_QUANT_051,Japan,47,Male,Department Head,8.7,Master,Retail,Large (> 500),1447,4.375,3.5,4.25,3.5,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,5.75,5.0,5.75,5.5,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.33,3.0,5.33,7.0,6.0,6.0,7.0,3.0,3.0,3.0,5.0,6.0,5.0,7.0,7.0,7.0,2025-09-26
JP_QUANT_052,Japan,41,Male,Department Head,2.0,Master,Financial Services,Medium (100-500),113,4.125,4.25,4.0,4.375,4.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.25,5.25,6.25,5.58,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,4.33,6.33,6.0,5.0,4.0,5.0,4.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,2025-10-22
JP_QUANT_053,Japan,39,Male,Department Head,6.8,Master,Healthcare,Medium (100-500),172,3.875,3.875,4.375,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.5,4.25,6.0,5.25,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,3.67,4.67,4.33,7.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,7.0,7.0,7.0,2025-11-27
JP_QUANT_054,Japan,49,Male,Team Leader,11.5,Master,Financial Services,Large (> 500),898,3.875,5.0,4.75,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.75,5.25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,3.67,6.33,4.0,4.33,4.0,4.0,3.0,7.0,6.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,2025-09-22
JP_QUANT_055,Japan,53,Male,Department Head,11.7,Bachelor,Financial Services,Large (> 500),1928,5.5,4.625,4.625,3.75,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,7.0,4.0,3.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,5.0,4.0,5.25,5.5,6.0,5.58,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.67,2.67,4.67,4.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,2025-09-05
JP_QUANT_056,Japan,52,Male,Department Head,3.2,Bachelor,Manufacturing,Large (> 500),1077,4.0,2.875,3.875,3.75,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.25,5.25,6.0,5.5,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.33,5.33,6.67,6.67,6.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,2025-09-15
JP_QUANT_057,Japan,37,Female,Senior Executive,13.7,Bachelor,Manufacturing,Large (> 500),1358,4.625,4.75,3.5,4.25,6.0,4.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,6.0,6.5,6.75,6.42,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,4.33,7.0,6.0,6.67,5.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,2025-10-06
JP_QUANT_058,Japan,42,Male,Department Head,2.0,Master,Financial Services,Medium (100-500),229,3.0,2.875,4.375,2.875,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.67,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.67,7.0,4.67,7.0,2.0,1.0,2.0,7.0,7.0,7.0,5.0,4.0,5.0,7.0,7.0,7.0,2025-12-10
JP_QUANT_059,Japan,47,Male,Senior Executive,14.8,Bachelor,Retail,Large (> 500),1430,3.5,2.25,2.75,2.625,3.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.75,4.0,4.25,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,4.67,6.33,4.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0,6.0,2025-11-02
JP_QUANT_060,Japan,52,Male,Department Head,2.0,Master,Retail,Small (< 100),49,2.75,2.75,4.125,2.75,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.5,4.25,5.25,4.67,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,6.33,3.67,6.67,5.0,4.0,3.0,6.0,6.0,7.0,4.0,4.0,3.0,7.0,6.0,7.0,2025-12-02
JP_QUANT_061,Japan,40,Male,Department Head,7.7,Master,Financial Services,Medium (100-500),355,3.625,2.75,2.75,2.875,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,5.25,4.0,5.5,4.92,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,3.67,4.0,6.33,6.0,6.0,6.0,3.0,5.0,3.0,3.0,4.0,5.0,6.0,7.0,6.0,2025-11-18
JP_QUANT_062,Japan,43,Male,Senior Executive,14.4,Master,Technology,Small (< 100),39,4.375,4.5,5.25,2.875,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,5.5,5.75,6.25,5.83,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,3.0,6.33,5.33,5.0,3.0,3.0,3.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,2025-11-30
JP_QUANT_063,Japan,35,Male,Department Head,9.5,Bachelor,Healthcare,Medium (100-500),124,4.125,3.125,4.25,2.75,4.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.25,5.5,4.92,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,2.0,6.33,7.0,7.0,2.0,2.0,2.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-10-19
JP_QUANT_064,Japan,34,Male,Team Leader,10.0,Master,Healthcare,Medium (100-500),380,4.25,2.5,3.375,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3.25,3.5,3.5,3.42,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.33,7.0,6.67,4.67,4.0,5.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,4.0,5.0,2025-10-25
JP_QUANT_065,Japan,51,Male,Team Leader,12.1,Bachelor,Manufacturing,Medium (100-500),352,4.875,4.25,4.25,4.5,5.0,7.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.75,5.0,4.75,5.17,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.67,5.33,6.0,6.33,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2025-11-11
JP_QUANT_066,Japan,55,Male,Senior Executive,15.6,Master,Retail,Large (> 500),1321,3.25,4.375,4.0,3.125,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.75,6.0,5.25,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,3.67,6.0,4.33,7.0,4.0,4.0,3.0,6.0,7.0,5.0,4.0,5.0,4.0,7.0,7.0,7.0,2025-10-30
JP_QUANT_067,Japan,44,Male,Department Head,14.4,Bachelor,Manufacturing,Medium (100-500),388,4.375,3.625,4.25,2.75,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,4.25,4.5,5.5,4.75,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.67,6.0,3.33,6.67,7.0,6.0,7.0,6.0,6.0,6.0,4.0,3.0,3.0,7.0,7.0,6.0,2025-10-27
JP_QUANT_068,Japan,53,Male,Department Head,6.5,Bachelor,Manufacturing,Medium (100-500),263,4.125,4.5,4.125,3.625,6.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,4.0,6.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.75,5.25,6.25,5.75,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,6.67,6.33,6.33,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,2025-09-29
JP_QUANT_069,Japan,47,Male,Team Leader,12.2,Master,Other,Small (< 100),43,3.25,3.25,4.0,2.875,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,5.25,5.0,5.0,5.08,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,7.0,5.67,7.0,5.0,5.0,4.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0,2025-09-19
JP_QUANT_070,Japan,39,Male,Team Leader,2.0,Bachelor,Manufacturing,Medium (100-500),420,3.5,2.75,4.0,2.75,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,4.75,4.58,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.67,7.0,5.0,5.67,5.0,4.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,2025-12-04
JP_QUANT_071,Japan,47,Male,Team Leader,8.6,Bachelor,Retail,Small (< 100),83,2.375,3.5,3.375,4.125,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,6.0,5.75,6.0,5.92,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,6.0,6.0,6.0,2025-11-12
JP_QUANT_072,Japan,57,Female,Department Head,13.2,Master,Retail,Small (< 100),81,4.5,3.75,4.125,3.125,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.75,4.5,5.25,5.17,6.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.67,6.0,4.67,4.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,4.0,5.0,2025-09-10
JP_QUANT_073,Japan,44,Male,Department Head,9.6,Master,Technology,Medium (100-500),486,5.625,4.0,5.25,4.625,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,5.75,5.5,6.0,5.75,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,2.0,4.33,4.67,4.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,2025-12-10
JP_QUANT_074,Japan,57,Male,Department Head,11.2,Master,Retail,Large (> 500),982,3.25,3.875,4.375,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,7.0,5.5,6.0,6.17,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.67,5.0,5.0,5.67,6.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,6.0,2025-09-10
JP_QUANT_075,Japan,28,Male,Department Head,4.0,Master,Manufacturing,Medium (100-500),489,5.125,3.0,4.125,2.875,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.5,4.75,5.0,5.08,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,4.0,5.67,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,2025-12-27
JP_QUANT_076,Japan,51,Male,Senior Executive,14.8,Master,Financial Services,Medium (100-500),124,3.625,4.125,4.0,3.625,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.75,4.92,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.67,4.67,7.0,4.67,3.0,4.0,4.0,5.0,5.0,4.0,7.0,7.0,7.0,4.0,5.0,5.0,2025-12-06
JP_QUANT_077,Japan,45,Male,Department Head,8.5,Bachelor,Retail,Medium (100-500),240,4.125,4.375,4.625,3.875,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.25,4.75,6.0,5.33,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,4.33,6.0,4.33,5.0,4.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,2025-11-28
JP_QUANT_078,Japan,42,Male,Department Head,6.5,Bachelor,Manufacturing,Large (> 500),1640,4.375,4.0,5.125,4.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,6.0,5.0,6.25,5.75,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,3.33,4.67,6.0,6.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,2025-10-27
JP_QUANT_079,Japan,45,Female,Senior Executive,13.5,Bachelor,Financial Services,Medium (100-500),491,3.125,2.5,2.875,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.5,4.0,4.75,4.42,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.33,3.67,5.0,4.0,4.0,4.0,7.0,6.0,6.0,3.0,4.0,4.0,5.0,6.0,4.0,2025-10-24
JP_QUANT_080,Japan,28,Male,Department Head,2.0,Master,Manufacturing,Medium (100-500),124,4.25,3.25,3.625,4.375,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.5,5.25,5.5,5.42,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,4.33,5.0,6.33,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,6.0,2025-10-26
JP_QUANT_081,Japan,42,Male,Department Head,11.5,Master,Manufacturing,Small (< 100),97,4.625,3.5,4.5,2.875,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.25,5.0,6.25,5.5,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.67,5.33,6.0,4.67,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,2025-11-07
